time_utc_x,sat,elev_deg,az_deg,m_dry,m_wet,slant_dry_m,slant_wet_m,slant_total_m
2025-10-31 00:00:00+00:00,G30,21.15950885216335,61.38868452742495,2.752065753479515,2.742762572929691,6.339383463140064,0.559249288620364,6.898632751760428
2025-10-31 00:00:00+00:00,G16,33.37157188281745,23.418573474700626,1.8137924616228682,1.811121521212004,4.178070935348277,0.3692876781751276,4.5473586135234045
2025-10-31 00:00:00+00:00,G26,39.308947463495336,341.59879341119995,1.5761817041723754,1.5744280049634274,3.630734555561067,0.3210258702120428,3.95176042577311
2025-10-31 00:00:00+00:00,G18,46.48559873736288,347.62753190684134,1.3776879341719674,1.376516386776516,3.173504156365127,0.2806716912637316,3.4541758476288584
2025-10-31 00:00:00+00:00,G09,72.81407691144109,291.023045321926,1.0466357565440076,1.0461217978029573,2.4109254651991217,0.213304234572023,2.6242296997711447
2025-10-31 00:00:00+00:00,G10,25.973902572668777,109.66095690241345,2.273758567092502,2.26850339523081,5.237602859297578,0.4625478422875621,5.70015070158514
2025-10-31 00:00:00+00:00,G32,51.13875507308893,35.161961042298195,1.2834130439049476,1.2824657606648822,2.956341946635047,0.2614947685995695,3.2178367152346166
2025-10-31 00:00:00+00:00,G22,57.3931655089634,246.32388954437647,1.1866165076265243,1.185867680708237,2.733371125317699,0.2417984200964095,2.9751695454141083
2025-10-31 00:00:00+00:00,G13,13.716033017599818,158.45489774625648,4.148488996806194,4.116827079754032,9.55604440414307,0.839421041561847,10.395465445704916
2025-10-31 00:00:00+00:00,G01,58.603588152115066,43.93376454412038,1.1710961705549034,1.1703763261148663,2.6976200288732204,0.23863973289482124,2.9362597617680417
2025-10-31 01:00:00+00:00,G30,32.47476077499046,1.9879621644968637,1.8578729360258173,1.8550028013311015,4.27961030813547,0.37582356754968116,4.655433875685151
2025-10-31 01:00:00+00:00,G01,53.41568665265988,293.5661142437403,1.244675469780164,1.2438113429687738,2.867109944638608,0.2519961780854736,3.1191061227240815
2025-10-31 01:00:00+00:00,G22,21.27393799798101,254.46864378514215,2.738155922916036,2.728992626461934,6.307342168437089,0.5528939061211878,6.860236074558277
2025-10-31 01:00:00+00:00,G31,74.17575846032318,262.4425804947554,1.0393067090505699,1.0388034666678037,2.3940430042979877,0.21046158234689702,2.6045045866448846
2025-10-31 01:00:00+00:00,G19,15.964051494381666,277.6573248069405,3.5923436753556888,3.571725808626001,8.27496365618183,0.7236316488276279,8.998595305009458
2025-10-31 01:00:00+00:00,G28,88.95095492804138,26.65607462427253,1.0001673036162535,0.9997187779664084,2.30388538388004,0.20254302441599434,2.5064284082960344
2025-10-31 01:00:00+00:00,G11,71.77958154373259,129.04766227593814,1.0526720789292145,1.052149180706724,2.4248301338134457,0.2131654240111823,2.637995557824628
2025-10-31 01:00:00+00:00,G16,25.897254522733792,41.7128614290467,2.279956595283273,2.2746584312186826,5.25188001723502,0.4608457981649051,5.712725815399925
2025-10-31 02:00:00+00:00,G11,12.033530139527615,82.36733957698408,4.694483166538168,4.648748855196553,10.81374197412067,0.9185927737868389,11.73233474790751
2025-10-31 02:00:00+00:00,G29,18.631314159464356,27.712767538365476,3.102974150459686,3.089657552354425,7.147700955583887,0.6105163323452344,7.758217287929122
2025-10-31 02:00:00+00:00,G04,12.51433485493874,104.31052304895648,4.524232059119924,4.48325279104916,10.421568548182744,0.8858907515113139,11.307459299694058
2025-10-31 02:00:00+00:00,G20,60.91283290110243,58.039663411441595,1.143966959205265,1.1432959634863649,2.6351278905293283,0.22591528238490569,2.861043172914234
2025-10-31 02:00:00+00:00,G21,35.148478486106136,334.69115484332633,1.7335357521272903,1.7312034607081768,3.993199605025213,0.34208580383593573,4.335285408861149
2025-10-31 02:00:00+00:00,G13,50.685655293176225,290.9233366431901,1.2916567371794436,1.2906910962792426,2.9753312940928485,0.2550405606247783,3.230371854717627
2025-10-31 02:00:00+00:00,G06,82.60531791408744,228.02535234375244,1.0083696794384167,1.0079100330522182,2.322779556586393,0.1991630225311183,2.5219425791175114
2025-10-31 02:00:00+00:00,G32,29.943378331909997,313.72581246757835,1.997428512821699,1.9938630883937585,4.601076579284784,0.3939873462666067,4.99506392555139
2025-10-31 02:00:00+00:00,G07,42.830633842850375,289.32194768368123,1.4692422029182333,1.4678214732895882,3.3843994144221505,0.29004152312202264,3.674440937544173
2025-10-31 02:00:00+00:00,G10,70.4440910834439,67.1652211989729,1.0610822272292344,1.0605467021865362,2.4442029104225416,0.20956402835205956,2.6537669387746012
2025-10-31 03:00:00+00:00,G15,87.74256661767686,18.532350449996166,1.0007751155511861,1.000325772050814,2.3052854786721575,0.19266274369698677,2.4979482223691445
2025-10-31 03:00:00+00:00,G02,86.99578359536889,100.31272712518012,1.001373456750128,1.0009233071728945,2.30666375762392,0.19277782896149948,2.4994415865854194
2025-10-31 03:00:00+00:00,G22,30.142583666029132,326.97571894799535,1.9855513666092943,1.9820490559908455,4.57371757298451,0.3817426481838368,4.955460221168346
2025-10-31 03:00:00+00:00,G04,49.77988047139084,86.24228064011007,1.3087045867156168,1.3077002340233412,3.0146010154994234,0.2518630650728955,3.266464080572319
2025-10-31 03:00:00+00:00,G12,34.07026478534157,52.16215395284031,1.7811632674253228,1.778633696850939,4.102909586514231,0.34256485001349085,4.445474436527722
2025-10-31 03:00:00+00:00,G18,32.78723955019741,176.20299369992267,1.842222477159991,1.839424157268053,4.2435594761380395,0.354273092689827,4.597832568827867
