time,sat,elev_deg,az_deg,slant_total_m,expected_slant_m,residual_m,station,range_m,phi_t,fit_residual
2025-10-27T00:00:00Z,G25,42.916,162.139,3.4985,4.08959298245614,-0.5910929824561402,ALIC,3.4985,0.016566224379932937,-0.28010370584285926
2025-10-27T00:00:00Z,G25,74.395,133.487,2.4768,4.08959298245614,-1.6127929824561402,ALIC,2.4768,0.015405117017938785,0.23205256159238097
2025-10-27T00:00:00Z,G07,62.303,333.635,2.6933,4.08959298245614,-1.3962929824561403,ALIC,2.6933,0.015679130176370792,0.08657328717040436
2025-10-27T00:00:00Z,G12,17.063,231.791,8.0381,4.08959298245614,3.94850701754386,ALIC,8.0381,0.019735825761773906,0.0723615778132638
2025-10-27T00:00:00Z,G15,83.172,296.194,2.4029,4.08959298245614,-1.6866929824561403,ALIC,2.4029,0.015307254555658734,0.2874316929012224
2025-10-27T00:00:00Z,Q16,67.085,159.629,2.5894,4.08959298245614,-1.5001929824561402,ALIC,2.5894,0.015549887923141936,0.15340602612407528
2025-10-27T00:00:00Z,Q02,68.955,81.806,2.5556,4.08959298245614,-1.53399298245614,ALIC,2.5556,0.015506961637015149,0.17631288646144316
2025-10-27T00:00:00Z,G18,19.609,199.651,7.0482,4.08959298245614,2.9586070175438595,ALIC,7.0482,0.019197361890297193,-0.20621213911717629
2025-10-27T01:00:00Z,G25,61.229,171.254,2.7218,4.08959298245614,-1.3677929824561401,ALIC,2.7218,0.015713892808102425,0.06915084941879801
2025-10-27T01:00:00Z,G22,65.857,81.687,2.6149,4.08959298245614,-1.4746929824561401,ALIC,2.6149,0.015581981412539303,0.13650960227273545
2025-10-27T01:00:00Z,G16,82.563,241.133,2.4073,4.08959298245614,-1.68229298245614,ALIC,2.4073,0.015313147304179209,0.2840472023825953
2025-10-27T01:00:00Z,G23,34.437,157.375,4.2103,4.08959298245614,0.12070701754386004,ALIC,4.2103,0.017224567727459172,-0.43799422954526523
2025-10-27T01:00:00Z,G09,37.784,299.764,3.8879,4.08959298245614,-0.20169298245613998,ALIC,3.8879,0.016938223798400598,-0.3821256519744507
2025-10-27T01:00:00Z,G25,45.217,252.095,3.3586,4.08959298245614,-0.7309929824561401,ALIC,3.3586,0.016424577766466886,-0.23288444974518185
2025-10-27T01:00:00Z,G18,24.21,112.452,5.7885,4.08959298245614,1.6989070175438599,ALIC,5.7885,0.01841804402102798,-0.4364107878813357
2025-10-27T01:00:00Z,G15,19.744,299.614,7.0061,4.08959298245614,2.91650701754386,ALIC,7.0061,0.019173168940990637,-0.21635255627733319
2025-10-27T02:00:00Z,G19,20.485,11.094,6.7294,4.08959298245614,2.63980701754386,ALIC,6.7294,0.019011242026402142,-0.2791424382832117
2025-10-27T02:00:00Z,G23,18.59,157.218,7.3745,4.08959298245614,3.28490701754386,ALIC,7.3745,0.019381103919843268,-0.12264065228970544
2025-10-27T02:00:00Z,G06,60.13,77.25,2.7359,4.08959298245614,-1.3536929824561401,ALIC,2.7359,0.015730985045834034,0.06067151108431723
2025-10-27T02:00:00Z,G29,45.332,147.07,3.3333,4.08959298245614,-0.7562929824561402,ALIC,3.3333,0.016398466611246887,-0.22369086164547136
2025-10-27T02:00:00Z,G17,52.393,307.225,2.9937,4.08959298245614,-1.09589298245614,ALIC,2.9937,0.016031873375353056,-0.07901063840290368
2025-10-27T02:00:00Z,G31,67.375,84.218,2.5708,4.08959298245614,-1.51879298245614,ALIC,2.5708,0.015526320865550725,0.1659387879810028
2025-10-27T02:00:00Z,G05,57.604,20.989,2.8095,4.08959298245614,-1.2800929824561402,ALIC,2.8095,0.01581909218179689,0.017879446813629407
2025-10-27T02:00:00Z,G16,51.518,101.298,3.0295,4.08959298245614,-1.06009298245614,ALIC,3.0295,0.016072022307382472,-0.09624853398422628
2025-10-27T02:00:00Z,G23,51.941,105.694,3.012,4.08959298245614,-1.07759298245614,ALIC,3.012,0.016052443487709178,-0.0878843492861896
2025-10-27T02:00:00Z,G16,32.796,238.29,4.3698,4.08959298245614,0.28020701754385957,ALIC,4.3698,0.0173598735406022,-0.4572371057883471
2025-10-27T03:00:00Z,G25,38.577,348.903,3.7832,4.08959298245614,-0.3063929824561402,ALIC,3.7832,0.01684120276537282,-0.35865807294272933
2025-10-27T03:00:00Z,G14,32.613,280.35,4.3728,4.08959298245614,0.2832070175438597,ALIC,4.3728,0.017362380871574157,-0.45754936221850695
2025-10-27T03:00:00Z,Q26,57.271,258.08,2.808,4.08959298245614,-1.2815929824561403,ALIC,2.808,0.015817314807407223,0.018727409574355924
2025-10-27T03:00:00Z,G02,37.136,161.77,3.9069,4.08959298245614,-0.1826929824561403,ALIC,3.9069,0.016955608685831125,-0.3860915889901064
2025-10-27T03:00:00Z,G06,16.574,98.007,8.1857,4.08959298245614,4.0961070175438605,ALIC,8.1857,0.019811563118017572,0.11991034882630469
2025-10-27T03:00:00Z,G16,18.85,34.701,7.2473,4.08959298245614,3.15770701754386,ALIC,7.2473,0.01931025457329638,-0.15624662489675956
2025-10-27T03:00:00Z,G07,82.142,324.937,2.3862,4.08959298245614,-1.70339298245614,ALIC,2.3862,0.015284811102294293,0.30038014121250756
2025-10-27T03:00:00Z,G11,78.144,164.079,2.4151,4.08959298245614,-1.6744929824561403,ALIC,2.4151,0.015323572681581465,0.2780749785622554
2025-10-27T03:00:00Z,G22,62.478,72.851,2.6641,4.08959298245614,-1.4254929824561402,ALIC,2.6641,0.015643211313163485,0.1048231400031816
2025-10-27T03:00:00Z,G05,29.94,110.144,4.7193,4.08959298245614,0.6297070175438595,ALIC,4.7193,0.017643252845722435,-0.4820893297494475
2025-10-27T04:00:00Z,Q04,54.073,175.197,2.8793,4.08959298245614,-1.21029298245614,ALIC,2.8793,0.015900983060006535,-0.020500761924272748
2025-10-27T04:00:00Z,G32,22.794,176.655,5.9845,4.08959298245614,1.8949070175438596,ALIC,5.9845,0.01854757871253976,-0.41152984622956446
2025-10-27T04:00:00Z,G08,79.384,337.618,2.374,4.08959298245614,-1.71559298245614,ALIC,2.374,0.015268336796267379,0.309943173967405
2025-10-27T04:00:00Z,G08,53.58,205.822,2.8974,4.08959298245614,-1.19219298245614,ALIC,2.8974,0.01592196225786302,-0.030114886536027896
2025-10-27T04:00:00Z,G02,36.015,170.456,3.9591,4.08959298245614,-0.13049298245614027,ALIC,3.9591,0.017003030302576994,-0.3965369105498948
2025-10-27T04:00:00Z,G05,54.319,96.111,2.8704,4.08959298245614,-1.21919298245614,ALIC,2.8704,0.015890629128585854,-0.015722920303379517
2025-10-27T04:00:00Z,G18,11.71,119.365,11.2156,4.08959298245614,7.12600701754386,ALIC,11.2156,0.021169481006723778,1.3559617070631207
2025-10-27T04:00:00Z,G18,81.892,187.442,2.357,4.08959298245614,-1.73259298245614,ALIC,2.357,0.015245269011109785,0.3234163825594649
2025-10-27T04:00:00Z,G12,46.173,158.008,3.2303,4.08959298245614,-0.8592929824561399,ALIC,3.2303,0.016290521895319543,-0.1840927828792549
2025-10-27T04:00:00Z,G10,68.705,7.78,2.5037,4.08959298245614,-1.5858929824561403,ALIC,2.5037,0.015440167606915356,0.2126497240264631
2025-10-27T04:00:00Z,Q27,16.205,297.465,8.2542,4.08959298245614,4.164607017543861,ALIC,8.2542,0.019846346640544965,0.14246031373180212
2025-10-27T05:00:00Z,G26,33.785,321.004,4.1877,4.08959298245614,0.09810701754386031,ALIC,4.1877,0.017205070108436082,-0.4348373132448913
2025-10-27T05:00:00Z,G02,81.467,269.499,2.3612,4.08959298245614,-1.72839298245614,ALIC,2.3612,0.015250980293602945,0.32007161388950944
2025-10-27T05:00:00Z,Q07,31.819,320.685,4.4151,4.08959298245614,0.3255070175438597,ALIC,4.4151,0.017397590540046082,-0.46176234837960095
2025-10-27T05:00:00Z,G09,48.629,321.641,3.1081,4.08959298245614,-0.9814929824561403,ALIC,3.1081,0.016158873931376272,-0.13238203078250654
2025-10-27T05:00:00Z,G10,29.197,186.789,4.7687,4.08959298245614,0.6791070175438598,ALIC,4.7687,0.017681958944751885,-0.483821201381307
2025-10-27T05:00:00Z,G32,80.203,113.734,2.3695,4.08959298245614,-1.7200929824561402,ALIC,2.3695,0.015262243338085124,0.31349280773008603
2025-10-27T05:00:00Z,G25,22.346,277.924,6.101,4.08959298245614,2.01140701754386,ALIC,6.101,0.018622994014200867,-0.3946556318371428
2025-10-27T05:00:00Z,G11,13.368,238.198,9.909,4.08959298245614,5.819407017543861,ALIC,9.909,0.020624597446355253,0.7691685840587903
